Row ID,Order ID,Order Date,Ship Date,Customer ID,Product ID,Segment,Ship Mode,Discount,Postal Code,Profit,Quantity,Sales
230,ORD00230,24-03-2023,31-03-2023,CUST0454,PROD457,Corporate,Second Class,0.31,395001,272.57,1,358.91
231,ORD00231,12-05-2021,17-05-2021,CUST0396,PROD525,Home Office,First Class,0.48,226001,196.65,3,1060.97
232,ORD00232,16-08-2023,23-08-2023,CUST0047,PROD780,Home Office,Standard Class,0.02,440001,233.62,4,1517.26
233,ORD00233,25-05-2021,30-05-2021,CUST0753,PROD152,Home Office,Standard Class,0.04,695001,-3.09,6,129.25
234,ORD00234,27-01-2021,28-01-2021,CUST0663,PROD137,Home Office,Second Class,0.15,440001,203.16,8,2229.16
235,ORD00235,12-07-2021,16-07-2021,CUST0609,PROD769,Consumer,Same Day,0.25,160001,499.93,2,524.83
236,ORD00236,06-10-2023,08-10-2023,CUST0314,PROD451,Corporate,Second Class,0.2,751001,302.69,1,56.27
237,ORD00237,03-08-2021,04-08-2021,CUST0385,PROD833,Home Office,Second Class,0.04,800001,249.39,8,3962.71
238,ORD00238,30-11-2021,07-12-2021,CUST0480,PROD497,Home Office,Same Day,0.29,226001,475.79,3,158.04
239,ORD00239,10-11-2021,13-11-2021,CUST0794,PROD163,Corporate,First Class,0.1,462001,433.3,8,1969.77
240,ORD00240,26-05-2022,27-05-2022,CUST0291,PROD831,Corporate,First Class,0.06,380001,39.14,1,410.51
241,ORD00241,11-07-2024,12-07-2024,CUST0707,PROD733,Corporate,Standard Class,0.06,695001,119.01,3,403.58
242,ORD00242,16-06-2023,18-06-2023,CUST0440,PROD138,Consumer,Same Day,0.03,400001,245.19,1,276.36
243,ORD00243,20-06-2023,22-06-2023,CUST0567,PROD731,Consumer,Same Day,0.21,110001,337.35,5,1311.09
244,ORD00244,12-10-2024,19-10-2024,CUST0399,PROD211,Home Office,First Class,0.21,600001,73.27,4,949.98
245,ORD00245,03-12-2024,10-12-2024,CUST0599,PROD175,Home Office,Same Day,0.46,781001,-25.35,2,654.38
246,ORD00246,05-09-2022,12-09-2022,CUST0103,PROD725,Consumer,Same Day,0.33,462001,496.24,1,124.06
247,ORD00247,14-10-2023,19-10-2023,CUST0442,PROD854,Consumer,Second Class,0.24,781001,350.17,3,192.3
248,ORD00248,11-03-2022,18-03-2022,CUST0252,PROD500,Consumer,Standard Class,0.06,751001,-35.53,4,524.77
249,ORD00249,22-05-2024,26-05-2024,CUST0779,PROD478,Corporate,First Class,0.13,600001,-37.17,5,1595.27
250,ORD00250,16-06-2024,20-06-2024,CUST0387,PROD914,Consumer,First Class,0.17,452001,471.62,5,1556.86
251,ORD00251,06-03-2021,10-03-2021,CUST0114,PROD578,Consumer,Second Class,0.21,800001,-1.47,7,2304.04
252,ORD00252,01-11-2021,02-11-2021,CUST0258,PROD712,Consumer,Second Class,0.16,160001,309.77,6,722.36
253,ORD00253,19-07-2022,21-07-2022,CUST0539,PROD668,Consumer,Same Day,0.29,110001,311.62,8,3608.62
254,ORD00254,02-07-2023,09-07-2023,CUST0641,PROD295,Consumer,Second Class,0.24,700001,491.71,5,897.78
255,ORD00255,08-12-2022,13-12-2022,CUST0512,PROD323,Home Office,Second Class,0.48,462001,175.77,1,171.27
256,ORD00256,18-12-2023,20-12-2023,CUST0675,PROD105,Consumer,First Class,0.28,700001,360.02,4,1960.97
257,ORD00257,05-09-2024,07-09-2024,CUST0494,PROD296,Home Office,First Class,0.41,400001,150.82,7,2389.66
258,ORD00258,18-07-2021,20-07-2021,CUST0473,PROD620,Consumer,Same Day,0.36,781001,216.97,6,389.59
259,ORD00259,10-01-2021,13-01-2021,CUST0153,PROD756,Consumer,First Class,0.13,160001,72.62,1,212.4
260,ORD00260,24-11-2022,27-11-2022,CUST0286,PROD481,Home Office,Second Class,0.45,800001,60.94,1,470.94
261,ORD00261,13-08-2023,15-08-2023,CUST0666,PROD350,Corporate,Standard Class,0.22,380001,342.41,5,1237.2
262,ORD00262,29-10-2022,03-11-2022,CUST0238,PROD758,Home Office,Same Day,0.33,452001,104.42,6,1340.67
263,ORD00263,12-03-2022,17-03-2022,CUST0478,PROD201,Consumer,Same Day,0.31,395001,353.15,4,1929.78
264,ORD00264,30-10-2021,06-11-2021,CUST0613,PROD154,Home Office,Same Day,0.27,226001,119.12,9,3180.49
265,ORD00265,27-07-2024,30-07-2024,CUST0594,PROD896,Home Office,Same Day,0.24,380001,177.34,1,279.74
266,ORD00266,16-09-2024,17-09-2024,CUST0253,PROD673,Corporate,Standard Class,0.22,462001,161.05,1,54.84
267,ORD00267,03-11-2023,07-11-2023,CUST0282,PROD573,Home Office,Standard Class,0.17,800001,331.81,6,2174.47
268,ORD00268,31-01-2022,05-02-2022,CUST0147,PROD123,Corporate,Same Day,0.32,781001,215.6,3,207.56
269,ORD00269,22-04-2021,24-04-2021,CUST0095,PROD975,Consumer,Second Class,0.19,400001,279.81,6,2619.97
270,ORD00270,27-08-2022,31-08-2022,CUST0500,PROD738,Consumer,Standard Class,0.15,530001,459.25,4,353.83
271,ORD00271,25-07-2022,30-07-2022,CUST0267,PROD731,Corporate,Standard Class,0.13,462001,-25.53,4,607.84
272,ORD00272,18-05-2022,25-05-2022,CUST0143,PROD831,Consumer,Same Day,0.37,560001,7.29,1,223.59
273,ORD00273,10-09-2024,15-09-2024,CUST0050,PROD815,Home Office,Second Class,0.02,462001,284.21,1,223.22
274,ORD00274,01-08-2022,05-08-2022,CUST0680,PROD663,Corporate,Same Day,0.23,411001,64.99,4,1849.11
275,ORD00275,25-07-2022,01-08-2022,CUST0287,PROD476,Home Office,Second Class,0.2,781001,482.27,9,3812.77
276,ORD00276,27-08-2023,30-08-2023,CUST0267,PROD306,Home Office,First Class,0.44,751001,213.03,4,1959.46
277,ORD00277,24-12-2024,25-12-2024,CUST0570,PROD408,Home Office,Same Day,0.18,800001,217.24,6,2563.17
278,ORD00278,16-12-2021,22-12-2021,CUST0641,PROD942,Consumer,Same Day,0.04,110001,52.06,5,1827.31
279,ORD00279,20-02-2024,23-02-2024,CUST0612,PROD374,Consumer,Same Day,0.36,751001,334.17,3,41.51
280,ORD00280,14-01-2021,18-01-2021,CUST0425,PROD322,Corporate,Second Class,0.36,160001,54.65,2,967.71
281,ORD00281,12-09-2022,15-09-2022,CUST0606,PROD383,Consumer,First Class,0.02,800001,251.78,4,385.59
282,ORD00282,24-06-2022,28-06-2022,CUST0614,PROD317,Corporate,Standard Class,0.4,751001,427.77,3,330.46
283,ORD00283,21-03-2022,26-03-2022,CUST0055,PROD997,Corporate,First Class,0.31,462001,133.45,8,1318.12
284,ORD00284,28-12-2022,30-12-2022,CUST0586,PROD167,Home Office,Same Day,0.34,781001,436.05,9,2143
285,ORD00285,01-03-2021,07-03-2021,CUST0661,PROD254,Consumer,Same Day,0.25,160001,69.09,3,885.44
286,ORD00286,25-08-2023,26-08-2023,CUST0783,PROD237,Corporate,Same Day,0.49,462001,154.91,6,1356.48
287,ORD00287,10-12-2022,17-12-2022,CUST0105,PROD267,Consumer,Second Class,0.46,400001,386.36,1,375.19
288,ORD00288,23-05-2023,27-05-2023,CUST0288,PROD380,Home Office,Second Class,0.04,400001,-27.09,1,127.49
289,ORD00289,19-08-2022,25-08-2022,CUST0520,PROD459,Corporate,Standard Class,0.01,395001,25.45,2,934.98
290,ORD00290,22-09-2024,25-09-2024,CUST0392,PROD861,Consumer,Second Class,0.03,380001,68.24,2,416.47
291,ORD00291,05-04-2022,11-04-2022,CUST0674,PROD820,Consumer,Standard Class,0.4,160001,113.25,7,2504.61
292,ORD00292,18-02-2021,23-02-2021,CUST0200,PROD941,Corporate,First Class,0.38,700001,134.51,6,1001.74
293,ORD00293,03-12-2022,07-12-2022,CUST0154,PROD321,Consumer,Same Day,0.16,411001,146.83,1,82.35
294,ORD00294,11-09-2021,12-09-2021,CUST0520,PROD347,Corporate,Same Day,0.4,695001,-28.02,6,652.64
295,ORD00295,01-09-2023,03-09-2023,CUST0295,PROD850,Consumer,Second Class,0.43,700001,280.79,8,780.14
296,ORD00296,21-05-2023,24-05-2023,CUST0659,PROD268,Corporate,Same Day,0.31,440001,71.16,3,616.68
297,ORD00297,30-09-2022,02-10-2022,CUST0765,PROD871,Home Office,Same Day,0.06,800001,137.28,1,444.84
298,ORD00298,12-06-2022,15-06-2022,CUST0069,PROD808,Home Office,Standard Class,0.07,226001,-20.58,4,82.59
299,ORD00299,22-04-2022,25-04-2022,CUST0622,PROD183,Consumer,First Class,0.47,781001,195.27,4,1761.66
300,ORD00300,24-12-2024,31-12-2024,CUST0162,PROD227,Corporate,Second Class,0.23,751001,228.39,3,621.18
301,ORD00301,11-05-2023,15-05-2023,CUST0496,PROD845,Home Office,First Class,0.43,440001,210.54,5,262.54
302,ORD00302,19-03-2023,24-03-2023,CUST0341,PROD250,Home Office,Standard Class,0.26,440001,420.44,7,2676.18
303,ORD00303,03-01-2023,07-01-2023,CUST0679,PROD680,Home Office,Second Class,0.01,800001,345.12,9,3354.5
304,ORD00304,26-12-2024,31-12-2024,CUST0036,PROD212,Corporate,First Class,0.2,380001,453.11,1,170.25
305,ORD00305,16-01-2021,22-01-2021,CUST0705,PROD199,Consumer,First Class,0.37,452001,285.74,8,2412.19
306,ORD00306,08-09-2023,11-09-2023,CUST0678,PROD743,Consumer,First Class,0.37,781001,402.3,5,2194.73
307,ORD00307,12-01-2022,19-01-2022,CUST0753,PROD479,Home Office,First Class,0.07,800001,356.98,4,471.79
308,ORD00308,05-06-2021,10-06-2021,CUST0267,PROD535,Consumer,Standard Class,0.47,160001,483.64,5,562.17
309,ORD00309,06-03-2021,13-03-2021,CUST0405,PROD450,Home Office,Standard Class,0.45,452001,419.74,1,24.82
310,ORD00310,13-04-2023,17-04-2023,CUST0705,PROD968,Corporate,First Class,0.01,452001,391.27,6,2493.82
311,ORD00311,07-12-2021,12-12-2021,CUST0766,PROD924,Home Office,First Class,0.25,500001,113.26,1,147.93
312,ORD00312,03-01-2022,05-01-2022,CUST0306,PROD362,Consumer,Second Class,0.32,440001,261.49,6,571.47
313,ORD00313,09-11-2021,13-11-2021,CUST0683,PROD368,Corporate,Second Class,0.02,751001,85.9,3,1366.68
314,ORD00314,14-03-2022,20-03-2022,CUST0590,PROD800,Consumer,Second Class,0.47,781001,159.53,2,439.44
315,ORD00315,20-07-2023,21-07-2023,CUST0239,PROD609,Home Office,First Class,0.48,452001,312.66,7,2871.13
316,ORD00316,04-02-2022,05-02-2022,CUST0236,PROD602,Consumer,Same Day,0.08,411001,477.86,2,256.27
317,ORD00317,20-11-2022,22-11-2022,CUST0208,PROD812,Consumer,Second Class,0.17,695001,77.67,8,549.96
318,ORD00318,30-05-2023,06-06-2023,CUST0510,PROD531,Home Office,Same Day,0.5,226001,204.19,4,358.5
319,ORD00319,02-05-2022,04-05-2022,CUST0040,PROD815,Consumer,First Class,0.31,226001,56.86,8,1023.04
320,ORD00320,10-09-2023,11-09-2023,CUST0348,PROD771,Home Office,Same Day,0.14,781001,73.74,1,82.33
321,ORD00321,08-12-2023,11-12-2023,CUST0192,PROD503,Home Office,Second Class,0.15,700001,214.95,1,173.88
322,ORD00322,31-01-2024,02-02-2024,CUST0013,PROD985,Consumer,Standard Class,0.37,440001,472.45,4,297.37
323,ORD00323,28-05-2023,03-06-2023,CUST0412,PROD600,Corporate,Same Day,0.01,226001,153.94,3,580.23
324,ORD00324,28-06-2023,30-06-2023,CUST0380,PROD531,Home Office,Second Class,0.05,452001,360.61,6,1457.63
325,ORD00325,26-10-2024,29-10-2024,CUST0273,PROD920,Corporate,Same Day,0.03,110001,131.78,8,2798.26
326,ORD00326,30-08-2022,06-09-2022,CUST0417,PROD426,Consumer,Standard Class,0.15,440001,140.16,2,147.72
327,ORD00327,13-05-2023,18-05-2023,CUST0077,PROD157,Consumer,First Class,0.38,600001,323.13,3,625.97
328,ORD00328,15-10-2021,20-10-2021,CUST0341,PROD410,Home Office,Same Day,0.06,751001,114.64,9,2347.96
329,ORD00329,24-11-2023,27-11-2023,CUST0322,PROD780,Corporate,Standard Class,0.21,560001,480.64,6,539.16
330,ORD00330,18-06-2022,19-06-2022,CUST0276,PROD610,Consumer,Second Class,0.18,160001,255.04,9,3627.53
331,ORD00331,08-11-2024,14-11-2024,CUST0146,PROD206,Home Office,Standard Class,0.21,800001,375.92,4,1099.06
332,ORD00332,05-02-2023,09-02-2023,CUST0569,PROD593,Home Office,Second Class,0.02,302001,307.11,9,369.37
333,ORD00333,14-01-2023,19-01-2023,CUST0250,PROD306,Consumer,Standard Class,0.31,462001,487.92,6,1658.72
334,ORD00334,13-12-2021,15-12-2021,CUST0718,PROD776,Corporate,Second Class,0.45,380001,377.85,5,964.54
335,ORD00335,10-12-2022,15-12-2022,CUST0028,PROD354,Consumer,Second Class,0.05,440001,175.2,3,533.67
336,ORD00336,10-08-2023,17-08-2023,CUST0775,PROD238,Consumer,Second Class,0,500001,169.73,7,617.52
337,ORD00337,02-10-2022,06-10-2022,CUST0583,PROD874,Consumer,First Class,0.46,560001,310.64,6,730.85
338,ORD00338,06-09-2022,12-09-2022,CUST0736,PROD327,Consumer,Same Day,0.29,462001,248.7,5,400.8
339,ORD00339,07-02-2021,09-02-2021,CUST0559,PROD301,Corporate,First Class,0.11,751001,202.69,6,1147.37
340,ORD00340,21-01-2022,22-01-2022,CUST0405,PROD272,Home Office,Standard Class,0.19,400001,409.61,8,181.55
341,ORD00341,28-10-2024,02-11-2024,CUST0556,PROD900,Consumer,Same Day,0.18,781001,473.58,7,245.18
342,ORD00342,27-07-2023,29-07-2023,CUST0162,PROD980,Consumer,Same Day,0.22,751001,417.24,1,461.9
343,ORD00343,03-05-2023,05-05-2023,CUST0644,PROD944,Corporate,First Class,0.45,800001,273.34,9,2747.68
344,ORD00344,28-01-2021,02-02-2021,CUST0524,PROD395,Home Office,Second Class,0.41,462001,59.48,1,19.47
345,ORD00345,23-11-2023,24-11-2023,CUST0792,PROD864,Corporate,First Class,0.07,110001,46.79,4,1745.73
346,ORD00346,18-04-2021,21-04-2021,CUST0194,PROD955,Home Office,First Class,0.08,395001,343.96,6,2021.25
347,ORD00347,11-04-2023,13-04-2023,CUST0502,PROD705,Corporate,First Class,0.14,695001,430.45,4,1934.67
348,ORD00348,08-11-2024,15-11-2024,CUST0565,PROD777,Consumer,First Class,0.33,380001,352.73,4,993.62
349,ORD00349,07-04-2024,13-04-2024,CUST0247,PROD414,Corporate,Second Class,0.16,452001,389.17,1,183.01
350,ORD00350,25-06-2024,02-07-2024,CUST0564,PROD699,Corporate,Standard Class,0.38,600001,337.21,6,713.88
351,ORD00351,17-03-2021,21-03-2021,CUST0217,PROD369,Home Office,Standard Class,0.37,110001,362.29,8,404.04
352,ORD00352,19-12-2024,24-12-2024,CUST0296,PROD880,Corporate,Same Day,0.06,395001,231.1,7,2596.82
353,ORD00353,04-05-2022,10-05-2022,CUST0155,PROD614,Consumer,Same Day,0.03,395001,145.31,6,2200.11
354,ORD00354,10-12-2023,12-12-2023,CUST0391,PROD384,Home Office,Same Day,0.28,751001,140.15,9,3648.85
355,ORD00355,24-01-2024,27-01-2024,CUST0534,PROD316,Consumer,Same Day,0.12,781001,373.93,8,2735.92
356,ORD00356,09-03-2024,13-03-2024,CUST0466,PROD178,Corporate,Same Day,0.09,395001,18.84,1,255.27
357,ORD00357,16-04-2022,19-04-2022,CUST0698,PROD452,Consumer,Same Day,0.4,160001,143.96,9,2063.52
358,ORD00358,24-09-2024,26-09-2024,CUST0211,PROD643,Corporate,First Class,0.26,452001,52.26,5,1142.53
359,ORD00359,07-07-2024,11-07-2024,CUST0452,PROD220,Home Office,First Class,0.17,110001,259.45,5,2158.86
360,ORD00360,10-12-2022,15-12-2022,CUST0609,PROD503,Home Office,Second Class,0.41,462001,175.5,2,862.28
361,ORD00361,05-03-2023,07-03-2023,CUST0605,PROD302,Corporate,First Class,0.32,462001,375.73,4,253
362,ORD00362,26-01-2023,30-01-2023,CUST0033,PROD564,Consumer,Second Class,0.27,400001,157.43,2,543.18
363,ORD00363,16-03-2022,19-03-2022,CUST0026,PROD263,Corporate,First Class,0.48,500001,39.98,5,662.28
364,ORD00364,07-08-2023,08-08-2023,CUST0203,PROD558,Home Office,First Class,0.5,160001,82.05,4,423.16
365,ORD00365,13-01-2021,19-01-2021,CUST0554,PROD173,Consumer,Second Class,0.48,440001,3.47,4,1360.86
366,ORD00366,16-07-2021,22-07-2021,CUST0596,PROD736,Home Office,Second Class,0.02,160001,-43.76,3,1010.12
367,ORD00367,28-11-2023,04-12-2023,CUST0307,PROD546,Corporate,Second Class,0.14,110001,402.25,1,64.32
368,ORD00368,04-11-2024,09-11-2024,CUST0710,PROD654,Consumer,First Class,0.18,500001,36.1,3,283.27
369,ORD00369,09-09-2022,12-09-2022,CUST0535,PROD663,Corporate,Second Class,0.49,462001,333.89,9,4126.99
370,ORD00370,27-02-2022,02-03-2022,CUST0239,PROD487,Consumer,Same Day,0.02,695001,459.16,7,737.27
371,ORD00371,04-06-2024,08-06-2024,CUST0028,PROD525,Home Office,First Class,0.25,452001,29.46,4,739.5
372,ORD00372,15-07-2024,19-07-2024,CUST0437,PROD622,Consumer,Same Day,0.38,411001,414.66,8,2145.9
373,ORD00373,21-11-2021,22-11-2021,CUST0277,PROD795,Home Office,Same Day,0.24,452001,125.68,3,1123.9
374,ORD00374,15-10-2022,20-10-2022,CUST0775,PROD458,Consumer,First Class,0,395001,163.46,2,187.33
375,ORD00375,24-10-2023,29-10-2023,CUST0571,PROD768,Corporate,Standard Class,0.38,302001,199.59,6,223.45
376,ORD00376,30-06-2022,05-07-2022,CUST0187,PROD589,Consumer,Same Day,0.33,800001,178.53,1,365.06
377,ORD00377,23-06-2021,29-06-2021,CUST0149,PROD462,Corporate,Standard Class,0.05,226001,411.94,9,1780.06
378,ORD00378,11-02-2023,18-02-2023,CUST0516,PROD463,Corporate,Second Class,0.26,302001,53.29,6,2474.69
379,ORD00379,29-01-2024,01-02-2024,CUST0600,PROD788,Consumer,Same Day,0.31,452001,488.71,2,161.67
380,ORD00380,03-05-2023,09-05-2023,CUST0656,PROD204,Consumer,Same Day,0.5,302001,448.83,8,2277.38
381,ORD00381,03-06-2023,07-06-2023,CUST0774,PROD465,Corporate,Same Day,0.1,500001,427.85,1,359.38
382,ORD00382,14-10-2024,18-10-2024,CUST0394,PROD602,Home Office,First Class,0.44,781001,273.77,9,2832.58
383,ORD00383,29-03-2024,31-03-2024,CUST0516,PROD611,Corporate,Second Class,0.42,800001,260.3,9,4445.44
384,ORD00384,24-05-2023,30-05-2023,CUST0282,PROD887,Consumer,First Class,0.24,452001,32.49,2,974.69
385,ORD00385,24-10-2023,26-10-2023,CUST0342,PROD875,Consumer,First Class,0.08,110001,106.5,5,2145.04
386,ORD00386,20-04-2024,26-04-2024,CUST0270,PROD835,Consumer,First Class,0.5,530001,190.7,9,4496.86
387,ORD00387,23-03-2024,28-03-2024,CUST0571,PROD326,Consumer,Second Class,0.21,751001,387.29,8,935.75
388,ORD00388,11-12-2023,15-12-2023,CUST0091,PROD421,Corporate,Standard Class,0.46,395001,131.81,9,2230.69
389,ORD00389,16-12-2021,17-12-2021,CUST0622,PROD522,Home Office,Second Class,0.13,380001,445.42,8,1304.89
390,ORD00390,28-11-2023,29-11-2023,CUST0150,PROD471,Consumer,Standard Class,0.29,452001,165.44,8,2847.7
391,ORD00391,24-12-2024,30-12-2024,CUST0035,PROD434,Corporate,Standard Class,0.34,695001,472.64,8,1799.91
392,ORD00392,26-06-2021,29-06-2021,CUST0456,PROD960,Corporate,First Class,0.09,380001,282.45,6,1621.37
393,ORD00393,07-02-2023,08-02-2023,CUST0563,PROD908,Corporate,Same Day,0.06,452001,260.83,2,270.2
394,ORD00394,15-06-2023,18-06-2023,CUST0329,PROD692,Corporate,Second Class,0.3,452001,303.95,2,272.02
395,ORD00395,19-12-2021,22-12-2021,CUST0105,PROD367,Corporate,First Class,0.12,700001,62.21,5,1629.88
396,ORD00396,20-06-2023,25-06-2023,CUST0237,PROD882,Consumer,Same Day,0.45,411001,433.87,2,793.7
397,ORD00397,25-03-2022,28-03-2022,CUST0633,PROD493,Home Office,Second Class,0.17,800001,319.09,8,3145.08
398,ORD00398,20-11-2023,23-11-2023,CUST0044,PROD155,Consumer,First Class,0.1,400001,365.16,2,765.68
399,ORD00399,11-02-2023,15-02-2023,CUST0062,PROD161,Corporate,First Class,0.04,440001,482.77,7,3114.09
400,ORD00400,30-12-2022,03-01-2023,CUST0605,PROD727,Home Office,Second Class,0.49,302001,205.39,6,452.51
401,ORD00401,12-10-2022,16-10-2022,CUST0686,PROD903,Consumer,Standard Class,0.28,302001,263.1,1,432.78
402,ORD00402,20-10-2021,21-10-2021,CUST0622,PROD161,Corporate,Standard Class,0.34,560001,464.06,1,403.99
403,ORD00403,09-12-2024,16-12-2024,CUST0033,PROD805,Consumer,Standard Class,0.16,800001,129.8,2,881.68
404,ORD00404,09-02-2021,12-02-2021,CUST0671,PROD993,Home Office,Same Day,0.49,110001,130.82,5,267.41
405,ORD00405,04-01-2022,06-01-2022,CUST0263,PROD592,Corporate,Same Day,0.43,700001,99.53,5,1997.54
406,ORD00406,05-11-2023,06-11-2023,CUST0530,PROD599,Home Office,First Class,0.14,395001,32.09,6,1028.87
407,ORD00407,04-08-2021,05-08-2021,CUST0216,PROD914,Home Office,Same Day,0.43,110001,25.19,8,2577.4
408,ORD00408,16-08-2021,22-08-2021,CUST0678,PROD717,Consumer,Standard Class,0.09,781001,284.31,7,3029.32
409,ORD00409,20-07-2023,24-07-2023,CUST0338,PROD558,Consumer,Standard Class,0.43,110001,61.34,7,741.89
410,ORD00410,13-08-2021,17-08-2021,CUST0088,PROD451,Consumer,Standard Class,0.44,560001,491.15,1,100.62
411,ORD00411,03-04-2023,09-04-2023,CUST0472,PROD717,Consumer,First Class,0.39,110001,101.57,6,501.03
412,ORD00412,16-05-2021,21-05-2021,CUST0793,PROD740,Home Office,Same Day,0.18,800001,293.73,8,1566.53
413,ORD00413,28-07-2023,02-08-2023,CUST0790,PROD776,Consumer,Same Day,0.08,440001,459.16,4,448.04
414,ORD00414,02-11-2022,06-11-2022,CUST0532,PROD890,Corporate,Second Class,0.37,462001,379.47,6,863.16
415,ORD00415,07-01-2023,11-01-2023,CUST0251,PROD908,Home Office,Standard Class,0.48,781001,410.21,8,1617.39
416,ORD00416,13-06-2021,17-06-2021,CUST0748,PROD808,Consumer,Second Class,0.31,440001,-8.58,6,924.11
417,ORD00417,23-08-2021,25-08-2021,CUST0035,PROD150,Home Office,Second Class,0.3,700001,23.25,9,2725.13
418,ORD00418,20-12-2023,24-12-2023,CUST0553,PROD769,Consumer,First Class,0.34,560001,407.66,5,658.12
419,ORD00419,05-01-2024,09-01-2024,CUST0090,PROD254,Consumer,First Class,0.37,110001,31.27,1,156.84
420,ORD00420,03-08-2023,09-08-2023,CUST0502,PROD424,Corporate,Second Class,0.01,462001,134.82,7,408.65
421,ORD00421,11-05-2022,17-05-2022,CUST0004,PROD567,Home Office,Same Day,0.28,160001,397.92,1,259.64
422,ORD00422,27-05-2023,28-05-2023,CUST0186,PROD658,Consumer,Same Day,0.3,700001,-42.35,6,2415.97
423,ORD00423,19-10-2024,21-10-2024,CUST0781,PROD191,Home Office,Same Day,0.17,751001,303.91,3,921.01
424,ORD00424,21-03-2022,27-03-2022,CUST0340,PROD792,Consumer,First Class,0.15,302001,-37.53,1,272.83
425,ORD00425,15-10-2023,18-10-2023,CUST0703,PROD589,Corporate,Same Day,0.42,560001,493.45,3,1317.98
426,ORD00426,22-03-2022,25-03-2022,CUST0015,PROD507,Corporate,Second Class,0.11,560001,463.52,5,706.71
427,ORD00427,18-02-2022,20-02-2022,CUST0264,PROD204,Corporate,Second Class,0.26,560001,355.57,5,1621.14
428,ORD00428,25-07-2023,31-07-2023,CUST0379,PROD319,Consumer,Same Day,0.42,160001,99.16,1,55.96
429,ORD00429,23-11-2022,28-11-2022,CUST0627,PROD268,Corporate,First Class,0.15,462001,396.2,8,2301.63
430,ORD00430,06-05-2024,10-05-2024,CUST0509,PROD385,Consumer,First Class,0.36,440001,10.35,1,437.69
431,ORD00431,19-08-2022,20-08-2022,CUST0683,PROD271,Home Office,First Class,0.11,700001,280.28,5,2497.39
432,ORD00432,26-04-2021,27-04-2021,CUST0157,PROD742,Home Office,Second Class,0.2,400001,-32.72,3,1349.71
433,ORD00433,10-02-2021,17-02-2021,CUST0564,PROD567,Corporate,Same Day,0.01,395001,187.08,1,89.92
434,ORD00434,05-12-2021,12-12-2021,CUST0629,PROD720,Consumer,Standard Class,0.4,400001,100.72,5,1230.12
435,ORD00435,29-07-2021,05-08-2021,CUST0407,PROD823,Corporate,Standard Class,0.09,695001,110.18,2,381.93
436,ORD00436,04-03-2023,07-03-2023,CUST0122,PROD365,Corporate,Same Day,0.01,700001,-36.32,5,1246.76
437,ORD00437,28-01-2024,31-01-2024,CUST0484,PROD457,Home Office,Same Day,0.18,440001,301.22,4,1091.27
